employeeId,name_feedback,total_feedback_count,average_rating,name_engagement,department,total_quizzes_taken,total_score,average_score,total_time_spent,engagement_score
204,Lauren Henderson,3,2.55,Lauren Henderson,DATA SCIENCE,7,196,66.31,240,49.471
231,Heather Cruz,6,1.01,Heather Cruz,FULL STACK,7,302,36.29,254,50.82899999999999
101,Jordan Williams,5,1.73,Jordan Williams,DATA ENGINEERING,3,431,92.93,190,53.25299999999999
210,Jacob Phillips,6,1.07,Jacob Phillips,DATA SCIENCE,9,282,80.99,283,59.319
201,Steven Harris,4,3.28,Steven Harris,FULL STACK,10,358,86.52,160,67.292
193,Taylor Marsh,9,1.17,Taylor Marsh,FULL STACK,4,397,39.56,229,55.096000000000004
35,Kathleen Richardson,2,2.31,Kathleen Richardson,DATA SCIENCE,3,371,24.13,456,45.613
52,Melissa Skinner,5,1.01,Melissa Skinner,DATA SCIENCE,5,193,29.07,118,37.027
132,Vicki Nichols,9,4.48,Vicki Nichols,FULL STACK,9,117,69.32,95,67.432
82,Lisa Forbes,3,3.34,Lisa Forbes,FULL STACK,7,326,50.73,144,54.353
32,Robert Martin,9,2.36,Robert Martin,DATA SCIENCE,7,489,11.91,127,64.73100000000001
127,Samantha Lopez,7,4.54,Samantha Lopez,FULL STACK,8,106,93.98,349,68.778
86,Sarah Farrell,7,2.61,Sarah Farrell,DATA SCIENCE,7,284,64.89,349,63.269
19,Mark Adams,1,2.29,Mark Adams,DATA ENGINEERING,7,144,2.99,73,32.679
54,Kelly Silva,8,2.17,Kelly Silva,DATA ENGINEERING,5,178,60.17,441,56.637
74,Katie Reynolds,3,3.84,Katie Reynolds,FULL STACK,5,178,62.66,413,53.00599999999999
180,Jon Hughes,2,4.16,Jon Hughes,DATA SCIENCE,5,30,74.81,79,40.900999999999996
223,Edward Giles,6,4.58,Edward Giles,DATA SCIENCE,6,330,85.77,344,70.977
19,Mark Adams,7,2.25,Mark Adams,DATA ENGINEERING,1,6,14.19,250,31.659
42,Luis Miles,8,4.21,Luis Miles,DATA ENGINEERING,8,102,15.78,213,58.758
124,Michelle Baxter,3,3.7,Michelle Baxter,DATA SCIENCE,1,202,64.81,404,45.441
147,Jennifer Cox,2,2.76,Jennifer Cox,DATA ENGINEERING,9,17,10.93,423,43.273
112,Randall Phelps,9,3.04,Randall Phelps,DATA ENGINEERING,8,436,59.16,116,71.83599999999998
22,Robert Scott,8,2.62,Robert Scott,FULL STACK,1,467,21.62,173,52.782
2,Wendy Keith,4,2.78,Wendy Keith,FULL STACK,1,446,43.5,201,47.33
152,Mr. Joseph Ross,6,1.83,Mr. Joseph Ross,DATA SCIENCE,10,297,41.33,381,62.953
174,Jessica Payne,7,4.41,Jessica Payne,FULL STACK,5,309,23.38,74,57.818
204,Lauren Henderson,8,2.81,Lauren Henderson,DATA SCIENCE,6,400,51.45,204,64.465
76,Jennifer Morales,3,2.61,Jennifer Morales,FULL STACK,5,233,2.17,446,44.897000000000006
195,Michael Carr,5,3.3,Michael Carr,DATA ENGINEERING,2,400,92.51,118,54.81100000000001
208,Cameron Cardenas,7,2.98,Cameron Cardenas,DATA ENGINEERING,7,180,17.27,262,54.087
34,Karen Gray,9,4.03,Karen Gray,DATA SCIENCE,1,219,17.91,384,54.351
121,Jonathan Mason,8,1.14,Jonathan Mason,DATA ENGINEERING,7,203,29.84,257,50.80400000000001
3,Mary Cooper,6,3.65,Mary Cooper,FULL STACK,9,123,13.59,351,57.899
101,Jordan Williams,7,2.98,Jordan Williams,DATA ENGINEERING,5,390,70.17,78,60.09700000000001
132,Vicki Nichols,4,2.79,Vicki Nichols,FULL STACK,6,45,45.69,464,46.809000000000005
178,Sabrina Wilson,1,2.5,Sabrina Wilson,FULL STACK,5,341,31.76,468,48.176
159,Barbara Perez,9,2.43,Barbara Perez,DATA SCIENCE,7,273,22.61,421,63.321000000000005
217,Amber Richards,8,4.97,Amber Richards,DATA ENGINEERING,8,434,98.71,87,80.85099999999998
161,Christine Thompson,2,4.16,Christine Thompson,DATA ENGINEERING,6,52,42.95,91,40.835
26,John Reyes,2,2.24,John Reyes,FULL STACK,6,401,28.31,101,45.851000000000006
170,Brandy Powell,9,3.75,Brandy Powell,DATA ENGINEERING,7,481,39.29,419,78.54899999999999
146,Ashley Scott,9,4.21,Ashley Scott,DATA SCIENCE,9,345,7.67,149,70.387
132,Vicki Nichols,7,4.27,Vicki Nichols,FULL STACK,8,463,1.35,442,74.575
204,Lauren Henderson,10,1.41,Lauren Henderson,DATA SCIENCE,10,344,70.96,424,74.976
218,Barbara Mcdonald,2,1.65,Barbara Mcdonald,DATA SCIENCE,1,335,65.0,475,42.0
14,Debbie Hickman,8,3.35,Debbie Hickman,DATA SCIENCE,2,152,77.17,74,48.67699999999999
195,Michael Carr,7,1.69,Michael Carr,DATA ENGINEERING,8,448,34.11,292,63.931
161,Christine Thompson,2,1.82,Christine Thompson,DATA ENGINEERING,2,198,16.74,308,31.034
154,Steven Blankenship,10,3.37,Steven Blankenship,DATA SCIENCE,1,219,97.57,38,54.757
195,Michael Carr,7,3.62,Michael Carr,DATA ENGINEERING,6,234,9.23,185,54.46300000000001
214,Roger Calhoun,4,1.86,Roger Calhoun,DATA SCIENCE,8,176,66.24,402,53.144
213,Autumn Nelson,4,4.27,Autumn Nelson,FULL STACK,10,14,30.21,262,53.901
26,John Reyes,3,2.17,John Reyes,FULL STACK,1,265,63.3,136,36.33
142,Todd Aguilar,10,4.98,Todd Aguilar,DATA SCIENCE,3,357,90.29,183,72.889
43,Linda Ford,2,3.38,Linda Ford,DATA ENGINEERING,9,184,72.72,80,51.751999999999995
149,Jon Orr,6,2.76,Jon Orr,DATA ENGINEERING,5,500,80.41,255,66.181
176,Brett Gentry,7,3.85,Brett Gentry,DATA ENGINEERING,6,258,3.96,92,53.956
92,Thomas Cabrera,4,3.05,Thomas Cabrera,DATA SCIENCE,3,393,22.21,418,52.501000000000005
179,Mr. Jeffery Hill DDS,3,2.39,Mr. Jeffery Hill DDS,DATA ENGINEERING,3,315,62.21,311,46.601
50,Fernando Morgan,10,3.38,Fernando Morgan,DATA ENGINEERING,2,191,55.26,106,52.80599999999999
146,Ashley Scott,3,3.77,Ashley Scott,DATA SCIENCE,2,136,35.51,157,37.211
133,Jo Howell,7,4.82,Jo Howell,DATA ENGINEERING,9,431,5.49,45,69.96900000000001
192,Ashley Harris,7,4.92,Ashley Harris,DATA SCIENCE,1,154,69.5,178,52.35000000000001
147,Jennifer Cox,1,3.01,Jennifer Cox,DATA ENGINEERING,10,113,67.15,136,47.995000000000005
205,Carla Flores,6,3.47,Carla Flores,FULL STACK,1,71,84.49,337,45.909000000000006
7,Joshua Cobb,9,1.8,Joshua Cobb,DATA ENGINEERING,1,372,67.68,401,56.867999999999995
221,Matthew Bradford,7,4.8,Matthew Bradford,DATA ENGINEERING,10,30,92.24,299,69.60400000000001
192,Ashley Harris,8,4.31,Ashley Harris,DATA SCIENCE,9,338,13.7,243,70.99
18,Jeffrey Blair,8,2.16,Jeffrey Blair,DATA SCIENCE,3,25,65.5,154,41.269999999999996
177,Heather Taylor,2,3.88,Heather Taylor,FULL STACK,1,428,65.72,449,54.19200000000001
169,Adrian Brown,4,1.58,Adrian Brown,DATA SCIENCE,8,499,64.36,286,62.436
79,Timothy Williams,2,1.37,Timothy Williams,FULL STACK,4,147,17.82,421,33.562
193,Taylor Marsh,4,1.06,Taylor Marsh,FULL STACK,6,182,57.38,173,40.718
57,Desiree Chung,9,2.77,Desiree Chung,DATA ENGINEERING,8,17,81.88,71,55.367999999999995
144,Ronnie Smith,8,1.72,Ronnie Smith,FULL STACK,1,208,64.94,116,42.014
65,Lisa Simpson DDS,1,1.34,Lisa Simpson DDS,DATA SCIENCE,10,284,68.73,310,51.793
64,Steven Stewart,6,2.61,Steven Stewart,FULL STACK,3,96,46.47,334,43.607
205,Carla Flores,4,4.59,Carla Flores,FULL STACK,8,116,32.54,180,53.854
83,Amy Duffy,7,1.56,Amy Duffy,DATA SCIENCE,3,402,66.59,361,56.199000000000005
114,Stacey Weeks,8,4.75,Stacey Weeks,DATA SCIENCE,10,235,66.69,152,74.10900000000001
216,Mrs. Brittany Wilson,6,4.75,Mrs. Brittany Wilson,DATA ENGINEERING,7,15,45.14,438,58.874
172,Tracy Moon,6,4.55,Tracy Moon,DATA ENGINEERING,5,190,36.27,63,52.687000000000005
238,Tamara Lawrence,5,2.54,Tamara Lawrence,FULL STACK,5,319,25.21,449,54.42100000000001
211,Austin Lawrence,2,2.46,Austin Lawrence,DATA SCIENCE,4,53,17.26,384,33.366
83,Amy Duffy,1,1.54,Amy Duffy,DATA SCIENCE,6,421,94.02,279,51.982
15,Elizabeth Ayala,6,1.15,Elizabeth Ayala,DATA SCIENCE,2,465,69.16,105,48.216
212,Linda Ayers,1,3.37,Linda Ayers,FULL STACK,7,339,10.23,119,46.443000000000005
91,Stephen Johns,6,1.93,Stephen Johns,DATA SCIENCE,5,228,67.68,103,47.668000000000006
175,Daniel Clark,3,3.7,Daniel Clark,DATA ENGINEERING,3,90,19.78,142,35.218
27,Dr. Rachel Reed MD,5,1.35,Dr. Rachel Reed MD,DATA ENGINEERING,10,344,97.39,367,66.239
18,Jeffrey Blair,10,4.79,Jeffrey Blair,DATA SCIENCE,6,22,20.47,80,55.687
102,Lauren Holland,5,4.36,Lauren Holland,FULL STACK,7,132,48.7,301,57.61
48,Sara Jenkins,2,4.71,Sara Jenkins,DATA ENGINEERING,7,406,65.18,215,63.898
68,Dawn Robinson DVM,5,2.87,Dawn Robinson DVM,DATA ENGINEERING,2,181,50.36,105,39.856
89,Jeffery Cervantes,9,2.35,Jeffery Cervantes,DATA SCIENCE,6,176,86.73,430,63.713
98,Kevin Miller,3,4.88,Kevin Miller,FULL STACK,3,36,86.47,408,49.766999999999996
182,Joseph Gomez MD,7,4.04,Joseph Gomez MD,FULL STACK,10,0,79.8,215,62.43999999999999
190,Diane Carr,10,3.09,Diane Carr,DATA ENGINEERING,6,363,18.2,333,67.36
96,Robert Soto,8,2.22,Robert Soto,DATA SCIENCE,5,447,57.34,338,65.254
140,Bryan Young,2,4.63,Bryan Young,DATA SCIENCE,5,370,97.88,66,58.42799999999999
34,Karen Gray,2,2.49,Karen Gray,DATA SCIENCE,5,243,31.24,128,39.364000000000004
91,Stephen Johns,10,1.88,Stephen Johns,DATA SCIENCE,7,498,48.86,93,68.18599999999999
110,Nathaniel Johnson,10,3.65,Nathaniel Johnson,DATA ENGINEERING,7,210,35.76,234,65.256
172,Tracy Moon,5,4.27,Tracy Moon,DATA ENGINEERING,9,63,75.27,473,64.587
5,Kylie Phillips,8,3.15,Kylie Phillips,DATA SCIENCE,9,424,70.43,481,80.22300000000001
110,Nathaniel Johnson,7,4.41,Nathaniel Johnson,DATA ENGINEERING,8,306,26.63,446,71.463
148,Andre Francis,9,1.89,Andre Francis,FULL STACK,5,464,23.26,56,57.566
153,Anthony Blair,2,1.26,Anthony Blair,DATA SCIENCE,2,255,12.04,35,25.144
106,Gina Ramos,4,4.34,Gina Ramos,DATA ENGINEERING,6,381,56.41,251,63.260999999999996
29,James Wells,4,3.32,James Wells,DATA SCIENCE,10,256,40.98,71,57.038000000000004
50,Fernando Morgan,3,2.8,Fernando Morgan,DATA ENGINEERING,2,452,22.15,439,50.275000000000006
206,Riley Williams,6,4.38,Riley Williams,DATA SCIENCE,8,38,24.95,474,59.015
57,Desiree Chung,2,4.03,Desiree Chung,DATA ENGINEERING,4,176,56.81,471,50.260999999999996
79,Timothy Williams,6,3.92,Timothy Williams,FULL STACK,9,164,27.97,105,57.137
65,Lisa Simpson DDS,6,2.61,Lisa Simpson DDS,DATA SCIENCE,5,391,36.57,78,53.297
14,Debbie Hickman,1,3.61,Debbie Hickman,DATA SCIENCE,1,109,17.76,177,28.115999999999996
239,Heather Johnson,2,3.84,Heather Johnson,DATA SCIENCE,1,89,4.19,447,34.278999999999996
174,Jessica Payne,1,2.17,Jessica Payne,FULL STACK,6,224,87.81,363,47.681
37,Jessica Christian DDS,7,1.05,Jessica Christian DDS,DATA SCIENCE,1,371,79.13,415,51.253
144,Ronnie Smith,7,2.68,Ronnie Smith,FULL STACK,4,76,90.62,265,50.122
129,Lori Ibarra,8,1.94,Lori Ibarra,DATA ENGINEERING,8,495,47.15,247,69.215
208,Cameron Cardenas,3,1.48,Cameron Cardenas,DATA ENGINEERING,2,18,42.42,209,25.062
174,Jessica Payne,1,3.73,Jessica Payne,FULL STACK,1,429,44.65,439,49.325
144,Ronnie Smith,10,1.8,Ronnie Smith,FULL STACK,5,336,49.61,363,62.861
142,Todd Aguilar,4,4.14,Todd Aguilar,DATA SCIENCE,3,327,76.66,314,57.586
83,Amy Duffy,6,4.02,Amy Duffy,DATA SCIENCE,8,370,14.65,252,65.385
160,Mary Miller,3,1.33,Mary Miller,FULL STACK,7,62,48.19,33,33.278999999999996
98,Kevin Miller,9,2.71,Kevin Miller,FULL STACK,3,252,29.38,96,49.778000000000006
165,Gabrielle Bright,4,3.13,Gabrielle Bright,DATA SCIENCE,7,392,18.92,153,55.152
230,Jennifer Watson,3,2.04,Jennifer Watson,DATA SCIENCE,9,271,44.68,166,50.788000000000004
120,Heather Burton,1,1.39,Heather Burton,DATA ENGINEERING,6,318,74.25,237,44.445
73,Nancy Vega,9,4.8,Nancy Vega,DATA SCIENCE,6,282,6.89,153,64.229
235,Kenneth Anderson,5,1.47,Kenneth Anderson,DATA SCIENCE,1,234,98.88,435,45.828
197,Antonio Johnson,5,4.93,Antonio Johnson,DATA ENGINEERING,9,385,4.11,114,65.81099999999999
20,Mark Johnson,9,4.36,Mark Johnson,FULL STACK,4,403,25.67,370,69.527
20,Mark Johnson,1,4.51,Mark Johnson,FULL STACK,5,254,97.13,470,59.313
25,Caroline Smith,4,2.87,Caroline Smith,DATA ENGINEERING,5,344,97.41,310,59.181
171,Leslie Porter,3,2.96,Leslie Porter,DATA ENGINEERING,5,79,47.67,40,36.567
61,Stephanie Mcmahon,6,1.19,Stephanie Mcmahon,DATA ENGINEERING,9,338,76.52,37,56.672000000000004
46,Beth Thompson,6,4.36,Beth Thompson,DATA ENGINEERING,9,282,55.62,237,69.02199999999999
82,Lisa Forbes,5,1.27,Lisa Forbes,FULL STACK,8,192,88.36,121,50.016
108,Crystal Gordon,6,1.81,Crystal Gordon,DATA ENGINEERING,2,263,10.31,311,41.011
76,Jennifer Morales,8,1.55,Jennifer Morales,FULL STACK,9,29,99.29,331,57.909
60,Bernard Hughes,2,3.9,Bernard Hughes,FULL STACK,8,470,21.29,463,65.789
182,Joseph Gomez MD,4,2.14,Joseph Gomez MD,FULL STACK,9,372,45.37,131,56.596999999999994
160,Mary Miller,5,1.41,Mary Miller,FULL STACK,10,215,72.83,179,55.103
143,Debra Jackson,4,1.69,Debra Jackson,DATA SCIENCE,1,342,7.91,249,36.211
81,Amy Warner,3,4.07,Amy Warner,FULL STACK,9,165,43.14,126,53.714000000000006
106,Gina Ramos,6,1.04,Gina Ramos,DATA ENGINEERING,8,231,18.54,113,45.513999999999996
1,Stephen Escobar,8,3.23,Stephen Escobar,DATA SCIENCE,10,120,18.47,231,60.187
171,Leslie Porter,9,3.16,Leslie Porter,DATA ENGINEERING,9,125,31.9,46,57.75
87,Melanie Hayes,1,4.71,Melanie Hayes,DATA ENGINEERING,7,264,85.88,188,57.748000000000005
204,Lauren Henderson,1,3.03,Lauren Henderson,DATA SCIENCE,9,31,52.62,235,43.322
79,Timothy Williams,3,1.4,Timothy Williams,FULL STACK,1,458,58.35,160,40.955000000000005
134,Melissa Nunez,7,1.48,Melissa Nunez,DATA SCIENCE,6,423,58.66,39,55.486000000000004
31,Nathan Hunt,7,1.18,Nathan Hunt,FULL STACK,3,207,14.16,469,43.79599999999999
207,Thomas Hicks,8,2.73,Thomas Hicks,DATA ENGINEERING,5,465,37.74,345,66.194
152,Mr. Joseph Ross,10,4.87,Mr. Joseph Ross,DATA SCIENCE,6,174,49.08,404,71.42800000000001
160,Mary Miller,2,1.7,Mary Miller,FULL STACK,8,206,44.51,190,43.291
148,Andre Francis,9,4.62,Andre Francis,FULL STACK,10,351,43.19,498,84.799
59,Justin Johnson,3,3.99,Justin Johnson,FULL STACK,9,69,7.88,411,51.727999999999994
84,Lauren Higgins MD,8,3.79,Lauren Higgins MD,FULL STACK,7,436,25.64,120,67.564
147,Jennifer Cox,1,3.98,Jennifer Cox,DATA ENGINEERING,5,77,6.39,326,38.159
58,Sierra Morrison,8,4.27,Sierra Morrison,DATA SCIENCE,2,438,12.05,471,65.225
76,Jennifer Morales,1,3.54,Jennifer Morales,FULL STACK,4,321,94.25,467,55.765
75,John Fletcher,7,3.98,John Fletcher,DATA SCIENCE,6,232,44.74,378,63.23400000000001
102,Lauren Holland,3,4.56,Lauren Holland,FULL STACK,7,423,24.9,304,63.73
33,Robert Lowery,5,4.0,Robert Lowery,DATA SCIENCE,6,283,3.25,214,53.925000000000004
13,Scott Mcknight,7,4.48,Scott Mcknight,DATA ENGINEERING,7,488,87.07,454,83.22699999999999
167,Heidi Joyce,5,3.88,Heidi Joyce,DATA ENGINEERING,9,108,21.75,316,56.334999999999994
35,Kathleen Richardson,10,2.06,Kathleen Richardson,DATA SCIENCE,4,241,18.25,444,56.58500000000001
216,Mrs. Brittany Wilson,2,4.25,Mrs. Brittany Wilson,DATA ENGINEERING,5,396,37.88,382,58.268
115,Jonathan Powell,10,3.79,Jonathan Powell,DATA ENGINEERING,7,202,17.34,205,63.074
87,Melanie Hayes,4,3.86,Melanie Hayes,DATA ENGINEERING,4,386,36.21,489,60.281000000000006
114,Stacey Weeks,8,4.24,Stacey Weeks,DATA SCIENCE,8,393,56.93,455,79.473
142,Todd Aguilar,6,4.09,Todd Aguilar,DATA SCIENCE,4,330,23.89,448,60.909000000000006
217,Amber Richards,7,2.24,Amber Richards,DATA ENGINEERING,6,263,59.64,295,57.344
92,Thomas Cabrera,4,2.16,Thomas Cabrera,DATA SCIENCE,9,448,92.25,376,69.305
90,Danielle Brewer,4,1.84,Danielle Brewer,DATA SCIENCE,7,372,86.6,209,57.07999999999999
78,David Mathews,9,1.2,David Mathews,DATA SCIENCE,6,101,65.52,373,52.852
51,David Adkins,6,3.31,David Adkins,DATA ENGINEERING,7,487,16.38,309,66.538
199,Tina Thompson,1,2.06,Tina Thompson,DATA SCIENCE,1,115,70.65,352,30.945
46,Beth Thompson,3,1.58,Beth Thompson,DATA ENGINEERING,2,411,82.79,435,49.739000000000004
20,Mark Johnson,1,4.26,Mark Johnson,FULL STACK,5,340,63.16,331,55.576
133,Jo Howell,3,3.41,Jo Howell,DATA ENGINEERING,5,224,63.17,296,50.837
16,Allison Carter,10,2.37,Allison Carter,FULL STACK,5,348,3.74,199,57.754000000000005
43,Linda Ford,4,2.22,Linda Ford,DATA ENGINEERING,4,454,94.52,486,62.212
238,Tamara Lawrence,8,1.49,Tamara Lawrence,FULL STACK,5,133,31.22,420,48.802
213,Autumn Nelson,9,4.57,Autumn Nelson,FULL STACK,4,477,9.02,270,69.662
203,Lauren Tanner,4,1.45,Lauren Tanner,DATA ENGINEERING,8,466,8.61,337,56.041
125,Maureen Turner,9,1.9,Maureen Turner,DATA SCIENCE,9,112,43.44,416,60.744
88,Danny Perez,2,4.5,Danny Perez,DATA SCIENCE,10,81,47.37,314,56.257000000000005
99,Christina Hudson,3,2.71,Christina Hudson,DATA SCIENCE,6,487,10.48,208,53.528000000000006
227,Debbie Kramer,6,2.76,Debbie Kramer,DATA ENGINEERING,5,263,5.61,284,49.801
229,Patrick Kelly,1,1.36,Patrick Kelly,FULL STACK,10,173,35.15,30,38.475
14,Debbie Hickman,8,2.79,Debbie Hickman,DATA SCIENCE,3,449,32.77,409,62.577
62,Joshua Wang,9,2.69,Joshua Wang,DATA ENGINEERING,1,94,31.41,350,44.661
6,David Walker,1,2.22,David Walker,FULL STACK,1,420,5.46,243,35.086
90,Danielle Brewer,5,2.41,Danielle Brewer,DATA SCIENCE,10,33,69.22,432,56.522000000000006
148,Andre Francis,5,3.04,Andre Francis,FULL STACK,1,272,15.57,283,42.257
162,Bruce Brewer,3,3.59,Bruce Brewer,DATA ENGINEERING,5,63,38.07,114,38.967000000000006
100,Olivia King,7,2.6,Olivia King,DATA SCIENCE,9,381,79.64,144,68.484
144,Ronnie Smith,3,3.58,Ronnie Smith,FULL STACK,8,400,49.57,156,60.397
232,Chase Lynch,2,3.11,Chase Lynch,FULL STACK,9,314,26.46,259,54.826
188,Jeffery Vaughan,4,4.02,Jeffery Vaughan,DATA SCIENCE,9,357,96.34,247,70.934
183,Andrew Cox,6,4.56,Andrew Cox,DATA SCIENCE,8,329,60.9,61,66.71
167,Heidi Joyce,9,2.79,Heidi Joyce,DATA ENGINEERING,7,435,63.37,327,73.437
38,Kimberly Wilson,6,4.68,Kimberly Wilson,DATA ENGINEERING,9,107,21.37,231,59.757
161,Christine Thompson,2,4.82,Christine Thompson,DATA ENGINEERING,1,86,25.04,332,37.864000000000004
72,Thomas Johnson,7,1.48,Thomas Johnson,DATA SCIENCE,1,425,40.21,296,48.861000000000004
198,Eric Singh,10,1.52,Eric Singh,DATA ENGINEERING,3,112,4.62,384,44.702000000000005
240,Joseph Garrett,9,1.96,Joseph Garrett,DATA SCIENCE,6,76,45.04,228,49.944
36,Michelle Fowler,1,1.02,Michelle Fowler,FULL STACK,10,37,73.19,169,38.259
89,Jeffery Cervantes,7,2.8,Jeffery Cervantes,DATA SCIENCE,10,231,21.41,320,62.981
183,Andrew Cox,5,3.3,Andrew Cox,DATA SCIENCE,5,67,88.87,298,50.727000000000004
13,Scott Mcknight,9,3.1,Scott Mcknight,DATA ENGINEERING,4,312,86.95,362,66.815
36,Michelle Fowler,1,2.66,Michelle Fowler,FULL STACK,7,287,44.2,298,48.5
132,Vicki Nichols,1,1.09,Vicki Nichols,FULL STACK,1,385,91.01,197,36.800999999999995
236,Amy Williamson,5,2.89,Amy Williamson,FULL STACK,1,394,56.07,209,49.107000000000006
176,Brett Gentry,8,4.76,Brett Gentry,DATA ENGINEERING,1,211,21.38,399,55.598
98,Kevin Miller,10,5.0,Kevin Miller,FULL STACK,9,279,71.95,197,80.29499999999999
101,Jordan Williams,10,1.11,Jordan Williams,DATA ENGINEERING,6,401,40.22,377,64.042
92,Thomas Cabrera,10,3.65,Thomas Cabrera,DATA SCIENCE,4,486,99.94,296,77.954
12,Patricia Brooks,9,1.83,Patricia Brooks,FULL STACK,3,422,41.91,379,59.971000000000004
85,Patricia Nelson,4,4.94,Patricia Nelson,FULL STACK,2,423,33.46,408,60.18599999999999
68,Dawn Robinson DVM,7,1.03,Dawn Robinson DVM,DATA ENGINEERING,2,55,25.27,112,29.087000000000003
116,Alex Gillespie,5,4.02,Alex Gillespie,DATA ENGINEERING,5,165,6.92,494,53.251999999999995
89,Jeffery Cervantes,7,4.35,Jeffery Cervantes,DATA SCIENCE,3,437,65.68,462,70.68799999999999
81,Amy Warner,6,2.35,Amy Warner,FULL STACK,2,139,24.34,393,41.254
25,Caroline Smith,6,1.25,Caroline Smith,DATA ENGINEERING,1,296,44.5,96,37.21
23,Brandon Salas,3,3.03,Brandon Salas,FULL STACK,9,307,37.99,349,59.178999999999995
29,James Wells,3,3.49,James Wells,DATA SCIENCE,8,463,87.98,287,69.018
136,Phillip Rivera,1,1.42,Phillip Rivera,DATA SCIENCE,8,124,20.57,235,35.397
25,Caroline Smith,4,2.67,Caroline Smith,DATA ENGINEERING,7,434,61.35,482,65.815
77,Michael Farley,8,1.99,Michael Farley,DATA SCIENCE,5,466,41.75,34,57.455
229,Patrick Kelly,3,2.52,Patrick Kelly,FULL STACK,6,141,27.11,362,43.671
33,Robert Lowery,5,3.17,Robert Lowery,DATA SCIENCE,8,161,98.7,171,58.41
94,Kevin Williams,3,1.8,Kevin Williams,FULL STACK,5,135,11.56,54,30.836
21,Dominic Dickson,2,4.8,Dominic Dickson,FULL STACK,4,338,78.98,414,60.898
59,Justin Johnson,8,3.33,Justin Johnson,FULL STACK,7,279,71.78,438,70.418
34,Karen Gray,5,4.06,Karen Gray,DATA SCIENCE,8,283,10.16,478,64.136
170,Brandy Powell,2,4.47,Brandy Powell,DATA ENGINEERING,4,375,49.89,481,59.48899999999999
173,Sharon Melendez,5,4.45,Sharon Melendez,FULL STACK,7,172,69.63,123,58.102999999999994
108,Crystal Gordon,10,1.57,Crystal Gordon,DATA ENGINEERING,4,335,16.51,191,53.151
50,Fernando Morgan,2,2.21,Fernando Morgan,DATA ENGINEERING,2,241,29.97,116,31.797
10,James Whitehead,2,1.48,James Whitehead,DATA SCIENCE,10,73,23.12,496,45.072
149,Jon Orr,6,2.21,Jon Orr,DATA ENGINEERING,8,455,16.92,38,57.492000000000004
107,Rachel Gutierrez,1,2.32,Rachel Gutierrez,DATA ENGINEERING,10,392,49.04,296,57.784000000000006
238,Tamara Lawrence,6,2.83,Tamara Lawrence,FULL STACK,5,34,36.55,418,46.695
176,Brett Gentry,4,3.52,Brett Gentry,DATA ENGINEERING,10,217,78.98,355,65.758
114,Stacey Weeks,6,1.23,Stacey Weeks,DATA SCIENCE,9,3,83.19,199,47.339
51,David Adkins,2,2.23,David Adkins,DATA ENGINEERING,4,114,26.55,297,34.075
211,Austin Lawrence,5,2.13,Austin Lawrence,DATA SCIENCE,2,213,52.98,207,40.478
6,David Walker,2,3.48,David Walker,FULL STACK,4,419,99.55,148,55.59499999999999
156,Ethan Haney,10,2.9,Ethan Haney,DATA SCIENCE,6,58,16.01,367,54.861000000000004
121,Jonathan Mason,10,1.22,Jonathan Mason,DATA ENGINEERING,3,500,86.53,358,66.693
188,Jeffery Vaughan,8,1.91,Jeffery Vaughan,DATA SCIENCE,10,74,0.71,420,55.071
21,Dominic Dickson,8,2.09,Dominic Dickson,FULL STACK,7,469,88.38,88,67.718
221,Matthew Bradford,6,4.09,Matthew Bradford,DATA ENGINEERING,6,437,24.8,31,60.94
151,Marissa Morrison,8,4.42,Marissa Morrison,DATA ENGINEERING,2,466,17.6,343,64.94
179,Mr. Jeffery Hill DDS,9,3.16,Mr. Jeffery Hill DDS,DATA ENGINEERING,2,168,24.17,132,46.417
226,Sandra Martin,2,1.99,Sandra Martin,DATA SCIENCE,8,481,28.98,184,53.778000000000006
68,Dawn Robinson DVM,3,3.17,Dawn Robinson DVM,DATA ENGINEERING,2,338,79.01,172,47.541
140,Bryan Young,8,4.94,Bryan Young,DATA SCIENCE,4,457,7.4,261,68.00000000000001
113,Martin Salazar,2,4.61,Martin Salazar,FULL STACK,2,238,52.59,404,49.299
133,Jo Howell,8,4.25,Jo Howell,DATA ENGINEERING,9,384,31.62,123,71.982
234,Adam Cline,7,2.83,Adam Cline,DATA SCIENCE,6,281,23.38,325,57.398
63,Jeffrey Barr,9,1.36,Jeffrey Barr,DATA SCIENCE,9,115,15.27,346,54.487
198,Eric Singh,6,3.68,Eric Singh,DATA ENGINEERING,4,296,93.51,334,62.591
197,Antonio Johnson,1,4.46,Antonio Johnson,DATA ENGINEERING,9,83,74.77,191,52.457
16,Allison Carter,5,3.0,Allison Carter,FULL STACK,4,427,24.04,444,58.364
142,Todd Aguilar,6,4.39,Todd Aguilar,DATA SCIENCE,3,369,90.05,141,62.145
109,Mitchell Kane,3,2.89,Mitchell Kane,DATA SCIENCE,5,305,36.97,119,45.83700000000001
118,Daniel Smith,2,4.52,Daniel Smith,FULL STACK,7,183,84.6,348,58.82
73,Nancy Vega,2,3.04,Nancy Vega,DATA SCIENCE,9,399,52.62,436,64.102
162,Bruce Brewer,6,1.62,Bruce Brewer,DATA ENGINEERING,4,326,5.11,421,48.45100000000001
120,Heather Burton,8,1.71,Heather Burton,DATA ENGINEERING,6,7,19.89,216,41.429
